PDF,TITLE
2206.01081.pdf,arXiv:1110.4719v1  [cs.AI]  21 Oct 2011
1302.0689.pdf,Quality of Uncertainty Quantification for Bayesian Neural Network Inference
2004.03064.pdf,A Pairwise Fair and Community-preserving Approach to k-Center Clustering
1704.07998.pdf,The p-AAA Algorithm for Parametric Dynamical Systems
1805.02096.pdf,ambite01a.dvi
1308.6693.pdf,Scalable Spectral Clustering Using Random Binning Features
1805.11048.pdf,ECMLG2014_Proceedings-dropbox.pdf
2206.06978.pdf,Gender and Collaboration Patterns in a Temporal Scientific Authorship Network
2006.13948.pdf,Neural Crossbreed: Neural Based Image Metamorphosis
2104.05628.pdf,Microsoft Word - PhotoScreen_Arxiv_18.docx
2207.08021.pdf,BIYIHA NLEND Article ENGLISH
1612.03801.pdf,第三届“认证杯”数学中国
1302.6890.pdf,Runtime Mitigation of Packet Drop Attacks in Fault-tolerant Networks-on-Chip
2204.00333.pdf,What Can Heterogeneity Add to the Scientometric Map? Steps towards algorithmic historiography
1002.0532.pdf,Manipulation of Stable Matchings using Minimal Blacklists
1812.04562.pdf,Bayesian Optimization in a Billion Dimensions  via Random Embeddings
2004.13930.pdf,Cascading Bandits
1612.04956.pdf,Microsoft Word - arxiv-DASH-Eval-v1.2.doc
1606.00341.pdf,sv-lncs
1607.00945.pdf,arXiv:2211.13004v1  [cs.PL]  23 Nov 2022
2101.00582.pdf,arXiv:1005.3153v1  [math.NT]  18 May 2010
2107.09500.pdf, Spaceland Embedding of Sparse Stochastic Graphs 
1908.02451.pdf,Microsoft Word - A Methodology for Implementation of MMS Client on Embedded Platforms.doc
1907.11065.pdf,arXiv:1211.2405v1  [cs.GT]  11 Nov 2012
2009.04693.pdf,Memoria_v15
1401.5054.pdf,Microsoft Word - Head Frontal-View Identification Using Extended LLE
1711.05341.pdf,Distributional Reinforcement Learning with Quantile Regression
0911.5486.pdf,Agile and Pro-Active Public Administration as a Collaborative Networked Organization
1710.10044.pdf,GLADAS: Gesture Learning 
1705.10586.pdf, Several classes of 0-APN power functions over F2n
2203.10261.pdf,Hierarchical Data Reduction and Learning
2010.05496.pdf,
2104.01555.pdf,Microsoft Word - AIRCC-Effect of Packet Delay Variation on Video-Voice over DiffServ-MPLS in IPv4-IPv6 Networks_PaperID331_IJCN
1210.2461.pdf,plot_scaled.eps
1308.2188.pdf,Polynomial time algorithms in invariant theory  for torus actions
1503.01955.pdf,Adversarial Random Forest Classifier for Automated Game Design
2110.00114.pdf,Elastic Graph Neural Networks
1705.01522.pdf,Contact Tracing: Beyond the Apps
1801.00328.pdf,When Follow is Just One Click Away: Understanding Twitter Follow Behavior in the 2016 U.S. Presidential Election
2201.12306.pdf,arXiv:0706.4044v1  [cs.LO]  27 Jun 2007
1712.10062.pdf,Mario Level Generation From Mechanics Using Scene Stitching
1809.05921.pdf,Problems of Inheritance at Java inner class-Formatted
1301.6260.pdf,arXiv:2006.05492v1  [math.ST]  9 Jun 2020
2012.11579.pdf,Adversarial Machine Learning: Perspectives from Adversarial Risk Analysis
2012.05210.pdf,Sid_LBM_2009_oct_19_8 am
2103.15760.pdf,Promises and Perils of Inferring Personality on GitHub
1403.6164.pdf,Security risk assessment in Internet of Things systems
2107.05829.pdf,arXiv:1312.1755v1  [cs.DS]  6 Dec 2013
1312.1755.pdf,arXiv:2211.07601v1  [math.OC]  14 Nov 2022
1301.7597.pdf,Pointwise-in-time a posteriori error control for time-fractional parabolic equations
2001.10504.pdf,Learning Algebraic Multigrid Using Graph Neural Networks
1412.6043.pdf,dMFEA-II: An Adaptive Multifactorial Evolutionary Algorithm for Permutation-based Discrete Optimization Problems
2110.10757.pdf, How to Train your Quadrotor: A Framework for Consistently Smooth and Responsive Flight Control via Reinforcement Learning 
2012.06656.pdf,Transaction / Regular Paper Title
1003.5305.pdf,Enabling microbiome research on personal devices
2107.05397.pdf,20200621001csm.eps
2111.09121.pdf,Paper Title (use style: paper title)
1910.08127.pdf,arXiv:2208.03518v1  [cs.LO]  6 Aug 2022
1708.09794.pdf,A Payload Optimization Method for Federated Recommender Systems
1403.6719.pdf,Deriving Static Security Testing from Runtime Security Protection for Web Applications
2001.01088.pdf,Dancing Pigs or Externalities? Measuring the Rationality of Security Decisions
1805.06542.pdf,Spin-wave dynamics in a hexagonal 2-D magnonic crystal
2109.05437.pdf,Microsoft Word - Cfip_mellouk_25.3.2008.doc
1310.4702.pdf,Microsoft Word - 4.doc
1411.4327.pdf,Static Analysis Deployment Pitfalls
2205.01651.pdf,arXiv:1812.07971v1  [cs.CV]  7 Dec 2018
1608.06037.pdf,Priprava prispevka za Elektrotehniški vestnik
2202.13026.pdf,arXiv:1911.08607v1  [eess.SY]  19 Nov 2019
1104.4013.pdf,Domain Adversarial Reinforcement Learning
2109.09351.pdf,Microsoft Word - 270-smatsumae-camera-ready.doc
2102.07097.pdf,Modeling Realistic Adversarial Attacks against Network Intrusion Detection Systems
1912.08240.pdf,Scalable Training of Inference Networks for Gaussian-Process Models
2008.07745.pdf,Would You Ask it that Way? Measuring and Improving Question Naturalness for Knowledge Graph Question Answering
1311.2504.pdf,Microsoft Word - CLD-DMAP-DDMAP-MMAP-2
2107.07647.pdf,Microsoft Word - V1-I1-P113-117
2205.12768.pdf,Discovering Hidden Structure in High Dimensional Human  Behavioral Data via Tensor Factorization
0811.4699.pdf,comparison.ps
1907.05737.pdf,A Machine Learning Imaging Core using Separable FIR-IIR Filters
1806.01140.pdf,Escaping Saddles with Stochastic Gradients
1803.05999.pdf,arXiv:1506.00432v1  [math.NT]  1 Jun 2015
1908.05823.pdf,Microsoft Word - A Mixed Integer Programming Model Formulation for Solving the Lot-Sizing Problem
1011.4974.pdf,Microsoft Word - paper wided IJARCS.doc
1906.06876.pdf,SLDs for Visualizing Multicolor Elevation Contour Lines in Geo-Spatial Web Applications
1411.7711.pdf,Microsoft Word - En.Final 1.doc
1308.2666.pdf,GRMR: Generalized Regret-Minimizing Representatives
2211.11396.pdf,A Comparative Study of Programming Languages in Rosetta Code
1602.01950.pdf,ICRA_V6
1911.08803.pdf,My title
1701.03195.pdf,gelmanrubin-all.eps
2009.08278.pdf,Microsoft Word - manuscript
1307.3877.pdf,Microsoft Word - 102 Performance_Analysis_of_HR_Portal_Domain_Components_Extraction[1] Final Copy
2103.01957.pdf,"Validated Objects: Specification, Implementation, and Applications"
2012.09843.pdf,Topic Discovery through Data Dependent and Random Projections
2110.10275.pdf,Cognitive Visual-learning Environment for PostgreSQL.docx
2002.11188.pdf,SM-SGE: A Self-Supervised Multi-Scale Skeleton Graph Encoding Framework for Person Re-Identification
2003.07538.pdf,Microsoft Word - 7
2109.07764.pdf,Characterization and Classification of Human Body Channel As a Function of Excitation and Termination Modalities
1407.1689.pdf,Original file was jvis_final.tex
2110.15809.pdf,Microsoft Word - A061018.doc
1202.0609.pdf,Microsoft Word - Thesis SM Submission Release FINAL.docx
2208.05742.pdf,Stochastic Shortest Paths and Weight-Bounded Properties in Markov Decision Processes
1702.08501.pdf,A tier-based typed programming language characterizing Feasible Functionals
1304.1513.pdf,Paper Title (use style: paper title)
1611.05594.pdf,%
2109.10450.pdf,Practical Algorithms for STV and Ranked Pairs with Parallel Universes Tiebreaking
1611.04982.pdf,Consistent Non-Parametric Methods for Adaptive Robustness
1611.05321.pdf,Joint Optimization of AI Fairness and Utility: A Human-Centered Approach
2112.13005.pdf,Improbotics: Exploring the Imitation Game using Machine Intelligence in Improvised Theatre
2002.01621.pdf,Exploration with Unreliable Intrinsic Reward  in Multi-Agent Reinforcement Learning
1905.00985.pdf,1
2106.02149.pdf,arXiv:1401.2121v1  [cs.AI]  9 Jan 2014
2006.08790.pdf,Microsoft Word - AI Act Paper submitted v1.1.docx
1310.5839.pdf,The Modeling and Quantification of Rhythmic to Non-rhythmic Phenomenon in Electrocardiography during Anesthesia
1710.01799.pdf,Microsoft Word - 7-v7n2a4-Agile Governance in ICT_v4.0_final__2010-08-07_18…
2212.02504.pdf,Fake News Early Detection: A Theory-driven Model
1411.2458.pdf,Autovocoder: Fast Waveform Generation from a Learned Speech Representation using Differentiable Digital Signal Processing
1910.06160.pdf,arXiv:2108.08098v1  [cs.IT]  18 Aug 2021
1512.01375.pdf,Towards the D-Optimal Online Experiment Design for Recommender Selection
1709.01569.pdf,Preference-driven Similarity Join
2108.08098.pdf,Microsoft Word - FinalVersion.doc
2110.12132.pdf,Bandwidth-Optimal Random Shuffling for GPUs
2110.10018.pdf,Relation Learning on Social Networks with Multi-Modal Graph Edge Variational Autoencoders
1506.01106.pdf,arXiv:2206.04561v1  [cs.AI]  9 Jun 2022
2107.07709.pdf,Edge-Host Partitioning of Deep Neural Networks with Feature Space Encoding for Resource-Constrained Internet-of-Things Platforms
2010.06138.pdf,HAPTIC SCIENCE AND TECHNOLOGY
1306.4905.pdf,Proceedings Template - WORD
2110.02221.pdf,IPI PAN slides
1701.07395.pdf,Microsoft Word - Grid-based approach for DDM App.docx
1604.00854.pdf,The Multiscale Perturbation Method for Two-Phase Reservoir Flow Problems
1512.00664.pdf,Fair lending needs explainable models for responsible recommendation
1909.11799.pdf,Microsoft Word - 431
1405.2476.pdf,Microsoft Word - Learning to Rank for BIQA-R2.docx
2107.04523.pdf,POTs: The revolution will not be optimized?
2010.10158.pdf,public helper_extended_130426.dvi
1907.09472.pdf,Parallelizing Workload Execution in Embedded and High-Performance Heterogeneous Systems
1802.03316.pdf,arXiv:1705.03986v1  [cs.CV]  11 May 2017
2012.02250.pdf,Paper Title (use style: paper title)
1809.03044.pdf,Paper Title (use style: paper title)
2105.08993.pdf,Cost-sensitive Learning of Deep Semantic Models for Sponsored Ad Retrieval
1807.03233.pdf,Leveraging Historical Interaction Data for Improving Conversational Recommender System
2104.02158.pdf,A Scalable Hybrid Research Paper Recommender System for Microsoft Academic
1806.00258.pdf,Transaction / Regular Paper Title
1702.03470.pdf,Sample manuscript showing specifications and style
2109.01886.pdf,Elomaa01a.dvi
1708.06466.pdf,Paper Title (use style: paper title)
2301.05817.pdf,
2108.01875.pdf,Learnability of the output distributions of local quantum circuits
1610.01741.pdf,Microsoft Word - wcci.docx
1804.05019.pdf,IET Submission Template
1810.08412.pdf,Bayesian Inference with Generative Adversarial Network Priors
1308.6641.pdf,Approximate Undirected Transshipment and Shortest Paths via Gradient Descent
1812.04244.pdf,AN INVESTIGATION OF THE SEQUENTIAL SAMPLING METHOD
1012.4583.pdf,Breaking the Softmax Bottleneck via Learnable Monotonic Pointwise Non-linearities
2104.11612.pdf,arXiv:1201.2258v1  [cs.LO]  11 Jan 2012
0803.1985.pdf,A Comparative Analysis for Determining the Optimal Path using PSO and GA
1009.5734.pdf,q.eps
2110.08214.pdf,DeepTriangle: A Deep Learning Approach to Loss Reserving
2103.02821.pdf,Well-behaved Online Load Balancing Against Strategic Jobs
1911.04426.pdf,arXiv:1507.03059v1  [math.CO]  11 Jul 2015
1711.10305.pdf,"#Santiago is not #Chile, or is it? A Model to Normalize Social Media Impact"
2111.15098.pdf,arXiv:1601.02478v1  [math.PR]  11 Jan 2016
2106.12248.pdf,Representation Learning with Fine-grained Patterns
2012.12712.pdf,Lumos: A Library for Diagnosing Metric Regressions in Web-Scale Applications
1806.00776.pdf,Energy-Aware Adaptive Offloading of Soft Real-Time Jobs in Mobile Edge Clouds
1712.00918.pdf,Preparation of Papers in Two-Column Format for the Proceedings of the 2004 Sarnoff Symposium
2101.07931.pdf,Microsoft Word - DTChang_TGAE_PyG_MG_v1_2019
2007.12932.pdf,Evolutionary Echo State Network: evolving reservoirs in the Fourier space
1908.08612.pdf,../article/zscore_edges_Pvalue.eps
1711.00457.pdf,mean-field limit of interacting 2D nonlinear stochastic spiking neurons
2108.05115.pdf,Your Title
2107.12308.pdf,Multi-Output Artificial Neural Network for Storm Surge Prediction in North Carolina
2204.03397.pdf,Splitting method for spatio-temporal search efforts planning
1703.05206.pdf,Background
1205.2467.pdf,Quantifying Uncertainties in Natural Language Processing Tasks
2005.07862.pdf,Multi-Vehicle Mixed-Reality Reinforcement Learning for Autonomous Multi-Lane Driving
1202.1056.pdf,Microsoft Word - wsHCMIR2019_bauer_artist.docx
1603.00149.pdf,Towards optimisation of openMP codes for synchronisation and data reuse
2002.00107.pdf,Microsoft Word - Reconfig Parallel DataFlow-Naji
2110.14389.pdf,Microsoft Word - 10
1201.4565.pdf,Your Title Here
2002.03578.pdf,How to combine three quantum states
1712.06050.pdf,CLAD: A realistic Continual Learning benchmark for Autonomous Driving
2104.00633.pdf,Frequency Bias in Neural Networks for Input of Non-Uniform Density
2003.04560.pdf,Microsoft Word - 2021-Natural Computational Architectures for Cognitive InfoCommunication.docx
2110.06339.pdf,Multi-instance Domain Adaptation for Vaccine Adverse Event Detection
2107.09892.pdf,Microsoft Word - bigDataBioinformaticsBDAC-v2.docx
2009.04901.pdf,ENDT
1511.02689.pdf,文章编号：
1007.2152.pdf,arXiv:2205.06666v1  [cs.CY]  13 May 2022
1901.06804.pdf,Backprop with Approximate Activationsfor Memory-efficient Network Training
1709.07511.pdf,LAMNER: Code Comment Generation Using Character Language Model and Named Entity Recognition
1901.07988.pdf,arXiv:1610.08535v1  [cs.IT]  26 Oct 2016
2106.15753.pdf,Microsoft Word - Permutation_arxiv.docx
0907.1256.pdf,ACMiner: Extraction and Analysis of Authorization Checks in Android's Middleware
2006.07583.pdf,Microsoft Word - JNIT1-482JE.doc
1708.03735.pdf,Java Based Distributed Learning Platform
1512.08291.pdf,proj-year.eps
2109.12886.pdf,STFU NOOB! Predicting Crowdsourced Decisions on Toxic Behavior in Online Games
2009.08966.pdf,Paper Title (use style: paper title)
2012.08816.pdf,Impact of Accuracy on Model Interpretations
2202.06941.pdf,Format guide for AIRCC
2202.06371.pdf,Microsoft Word - Fullpaper.docx
1910.07098.pdf,Off-Policy Actor-Critic
1205.4839.pdf,Paper Title (use style: paper title)
1611.01967.pdf,Using AI for Economic Upliftment of Handicraft Industry
2204.10164.pdf,Removing biased data to improve fairness and accuracy
2102.03054.pdf,HSICGP
2212.07427.pdf,embc2012_3D Segmentation Method for OCT.docx
1911.04322.pdf,Efficient Massively Parallel Join Optimization for Large Queries*
2011.04569.pdf,Why Not to Use Binary Floating Point Datatypes in RDF
2012.04982.pdf,Microsoft Word - IJCSIS-PAPER2-30110964.doc
2111.02358.pdf,On the Impact of Ground Sound
2102.01279.pdf,
1705.03414.pdf,Operation-Aware Soft Channel Pruning using Differentiable Masks
2109.05483.pdf,Ranking for Relevance and Display Preferences in Complex Presentation Layouts
2203.07143.pdf,4052
2111.10500.pdf,Invariant Representations through Adversarial Forgetting
2205.12771.pdf,Microsoft Word - Fourth revision Paper to Scientometrics with author information
2005.01584.pdf,A Survey on Software Defined Networking: Architecture for Next Generation Network
1304.5107.pdf,Optimum Decoder for an Additive Video Watermarking with Laplacian Noise in H.264
1909.01939.pdf,Image-based remapping of spatially-varying material appearance
1506.01501.pdf,NFFT meets Krylov methods: Fast matrix-vector products for the graph Laplacian of fully connected networks
1808.04580.pdf,T-GD: Transferable GAN-generated Images Detection Framework
2204.05520.pdf,Deep Social Collaborative Filtering
0810.4727.pdf,Mining (maximal) span-cores from temporal networks
1907.06853.pdf,Exascale Deep Learning for Scientific Inverse Problems
1704.01922.pdf,Multilevel Adaptive Sparse Leja Approximations
1609.07354.pdf,A general sample complexity analysis of vanilla policy gradient
2107.11433.pdf,General Graph Identification With Hashing
2111.03549.pdf,Classification of Heterogeneous Operating-Column view
2103.07155.pdf,Fluent: An AI Augmented Writing Tool for People who Stutter
2212.05694.pdf,JAIR_final.dvi
1408.3843.pdf,AZP: Automatic Specialization for Zero Values in Gaming Applications
2105.10432.pdf,arXiv:1003.0588v1  [cs.FL]  2 Mar 2010
1803.00926.pdf,AMR Iso-Surface Extraction
1911.10115.pdf,arXiv:2206.13415v1  [cs.CL]  27 Jun 2022
1510.04493.pdf,Microsoft Word - zheng_edge2vec-DY-aug2018.docx
2007.01289.pdf,TriPoll: Computing Surveys of Triangles in Massive-Scale Temporal Graphs with Metadata
1910.06056.pdf,Paper Title (use style: paper title)
1804.08798.pdf,Microsoft Word - icassp992.doc
1803.05661.pdf,ES-WEB-WAP_ICISBC2013_-revision
1804.04436.pdf,Spiking neural network for nonlinear regression
1811.00720.pdf,arXiv:1205.6928v1  [cs.LO]  31 May 2012
1606.05814.pdf, MoFlow: An Invertible Flow Model for Generating Molecular Graphs
1205.6928.pdf,Microsoft Word - Medical0804.doc
1811.06825.pdf,Microsoft Word - Reverb_Database_29.01.2018.docx
2006.10137.pdf,Learning to Steer by Mimicking Features from Heterogeneous Auxiliary Networks
1801.09651.pdf,MIRA:Leveraging Multi-Intention Co-click Information in Web-scale Document Retrieval using Deep Neural Networks
2011.07347.pdf,Author(s)
2007.01510.pdf,Aegis: A Context-aware Security Framework for Smart Home Systems
1908.03361.pdf,Computing Research Challenges in Next Generation Wireless
1910.03750.pdf,DOI: 10
1905.00559.pdf,arXiv:1803.09536v1  [cs.SE]  26 Mar 2018
1207.3594.pdf,Microsoft Word - Noise Error Pattern Generation Based on Successive Addition-Subtraction for Guessing Decoding.doc
1803.09536.pdf,Microsoft Word - IJCSIT -  NEW
2111.04469.pdf,arXiv:1003.0773v1  [cs.LO]  3 Mar 2010
1505.06557.pdf,"Governing autonomous vehicles: emerging responses for safety, liability, privacy, cybersecurity, and industry risks"
2010.11438.pdf,Microsoft Word - 128-132
2009.03482.pdf,Adaptive and Azimuth-Aware Fusion Network of Multimodal Local Features for 3D Object Detection
1610.06043.pdf,Parameterized Algorithms for Matrix Completion With Radius Constraints
1405.6296.pdf,Exploration in Online Advertising Systems with Deep Uncertainty-Aware Learning
1811.02783.pdf,Constrained Type Families (extended version)
1207.4148.pdf,Deep Reinforcement Learning for Optimal Stopping with Application in Financial Engineering
1910.13000.pdf,arXiv:0901.1084v1  [math.PR]  8 Jan 2009
1811.00731.pdf,
2109.03780.pdf,Microsoft Word - manusript-submit.doc
1810.10860.pdf,Impact of Gender and Age on performing Complex Search Tasks Online
1901.10653.pdf,arXiv:2103.08081v1  [cs.IT]  15 Mar 2021
2001.00457.pdf,Attentive Recurrent Comparators
2103.08081.pdf,Classical and quantum dynamic programming for Subset-Sum and variants
1901.02178.pdf,Scalable Deep Generative Modeling for Sparse Graphs
1906.01992.pdf,Microsoft Word - opensource_JIT_new.doc
2008.09013.pdf,Microsoft Word - MediaWise for ACC_Mitra_ver_5.0
1403.2239.pdf,Tight Lower Bound for Average Number of Terms in Optimal Double-base Number System
2007.02621.pdf,An Intelligent Non-Invasive Real Time Human Activity Recognition System for Next-Generation Healthcare
2108.04706.pdf,"Generalized eigen, singular value, and partial least squares decompositions: The GSVD package"
1401.3836.pdf,decay50.eps
1204.2433.pdf,Overleaf Example
1507.03418.pdf,arXiv:1004.4901v1  [cs.CG]  27 Apr 2010
2110.02736.pdf,"Measuring the meaning of words in contexts: An automated analysis of controversies about 'Monarch butterflies,' 'Frankenfoods,' and 'stem cells'"
1710.00446.pdf,FinRL: Deep Reinforcement Learning Framework to Automate Trading in Quantitative Finance
2006.02336.pdf,Microsoft Word - Taxi_Drift - Camera_Ready.docx
1909.08962.pdf,Was wird durch den h index und seine Derivate (wie den g index und den R index) tatsächlich gemessen
2004.00438.pdf,arXiv:2108.11068v1  [cs.IR]  25 Aug 2021
1511.04110.pdf,
1807.03977.pdf,"Multi-Agent Pathfinding: Definitions, Variants, and Benchmarks"
1803.09565.pdf,Networked Intelligence
1408.1182.pdf,Are Multi-language Design Smells Prevalent? An Empirical Study
2006.03561.pdf,An IoT-Based Framework for Remote Fall Monitoring
1906.09667.pdf,Paper Title (use style: paper title)
1507.02952.pdf,Software Engineering Process Theory - arXiv version
1307.1019.pdf,"PoW, PoS, & Hybrid protocols: A Matter of Complexity?"
2002.05688.pdf,Understanding the Stability of Deep Control Policies for Biped Locomotion
1307.2274.pdf,ICCSC 2004
2004.02127.pdf,SpaceTEE: Secure and Tamper-Proof Computing in Space using CubeSats
2010.13002.pdf,Towards Understanding the Adversarial Vulnerability of Skeleton-based Action Recognition
1411.0778.pdf,Microsoft Word - paper_v17.docx
1204.4840.pdf,Hybrid CNN Based Attention with Category Prior for User Image Behavior Modeling
2101.04047.pdf,arXiv:1807.02728v1  [cs.IT]  8 Jul 2018
1508.03165.pdf,Microsoft Word - InformationSciences.docx
1708.09644.pdf,An Empirical Comparison of the Summarization Power of Graph Clustering Methods
2205.12609.pdf,2020_VIS_Popchart-9.pdf
1810.09593.pdf,Microsoft Word - manuscript.ver9.docx
1811.01917.pdf,Microsoft Word - Revealing Hidden Connections in Recommendation Networks 2013.docx
2106.15402.pdf,On the Relation between Quality-Diversity Evaluation and Distribution-Fitting Goal in Text Generation
1606.07088.pdf,A Termination Criterion for Probabilistic Point Clouds Registration
1609.05234.pdf,Format guide for AIRCC
2006.05163.pdf,Microsoft Word - article_arxiv.doc
2102.07444.pdf,An Online-Learning Approach to Inverse Optimization
2010.10041.pdf,Learning sparse representations in reinforcement learning
1901.01148.pdf,Paper Title (use style: paper title)
1709.06366.pdf,"AI-based artistic representation of emotions from EEG signals: a discussion on fairness, inclusion, and aesthetics"
2010.08022.pdf,RAILD: Towards Leveraging Relation Features for Inductive Link Prediction In Knowledge Graphs
2005.05298.pdf,lande-arx-hyper
1903.06908.pdf,Microsoft Word - conferencing-iscc-paper-arxiv.docx
2006.04348.pdf,Microsoft Word - XgridArticle25Jul07.doc
1007.3561.pdf,Paper Title (use style: paper title)
1807.02143.pdf,What We Can Learn From Visual Artists About Software Development
1706.03818.pdf,Microsoft Word - Pierpaolo Baglietto Martino Fornasa Simone Mangiante_ARXIV.doc
2004.01227.pdf,PREPARATION OF THE CAMERA-READY AND ELECTRONIC VERSIONS OF YOUR PAPER FOR THE PROCEEDINGS OF THE 2001 AMOS TECHNICAL CONFERENCE
1111.6884.pdf,Microsoft Word - Highly Accurate Log Skew Normal Approximation to the Sum of Correlated Lognormals.doc
1907.07835.pdf,Role of Attentive History Selection in Conversational Information Seeking
2102.03749.pdf,arXiv:2206.12899v1  [cs.DC]  26 Jun 2022
1707.02725.pdf,Microsoft Word - pISTA-SENSE-ResNet-SPL_V2.2.docx
1911.02175.pdf,Scale Steerable Filters for Locally Scale-Invariant Convolutional Neural Networks
1910.00650.pdf,Graph Neural Network Based VC Investment Success Prediction
2012.14681.pdf,Doubly Robust Off-policy Evaluation for Reinforcement Learning
1910.05839.pdf,Microsoft Word - 1
1302.0447.pdf,Title
2109.01688.pdf,Gaussian Processes to speed up MCMC with automatic exploratory-exploitation effect
1909.12446.pdf,On the Exactness of an Energy-efficient Train Control model based on Convex Optimization
2006.15900.pdf,Ranking Archived Documents for Structured Queries on Semantic Layers
2002.10620.pdf,EdgeLens
2107.01833.pdf,Microsoft Word - DifferentialDONN_vFINAL_TBS
1205.5134.pdf,What are Weak Links in the npm Supply Chain?
1412.2570.pdf,str_sigkdd2020 Approved for public release
1209.4365.pdf,AAAI Press Formatting Instructions for Authors Using LaTeX -- A Guide
2012.02521.pdf,Differentially Private Densest Subgraph Detection
1411.3197.pdf,"To Interpolate or not to Interpolate:  PRF, Dense and Sparse Retrievers"
1709.05725.pdf,arXiv:2003.08967v1  [cs.IT]  19 Mar 2020
1506.04924.pdf,Towards Immersive Virtual Reality Simulations of Bionic Vision
1802.07034.pdf,Microsoft Word - divya-jocn-may18-revised_cd_nov1-bm-trk (1).docx
2005.08497.pdf,Model-free Policy Learning with Reward Gradients
2011.12236.pdf,ToriLLE: Learning Environment for Hand-to-Hand Combat
2103.05147.pdf,Meetings and Mood – Related or Not?Insights from Student Software Projects
1807.10110.pdf,"Conjunctive queries with self-joins, towards a fine-grained complexity analysis"
2207.01409.pdf,arXiv:2212.12550v1  [math.NA]  23 Dec 2022
1911.01165.pdf,"Microsoft Word - Afifi, GholamHosseini, and Sinha (2017) EMBC.docx"
2108.11957.pdf,arXiv:1204.3513v1  [cs.LO]  16 Apr 2012
2101.12054.pdf,Parity-Checked Strassen Algorithm 
1203.1592.pdf,DeepOPF: Deep Neural Network for DC Optimal Power Flow
2010.08722.pdf,Constrained Bilinear Factorization Multi-view Subspace Clustering
2110.08368.pdf,Amortised Resource Analysis with Separation Logic
2009.12542.pdf,"Modeling, Control, and Decision Support in Complex Systems"
2105.08013.pdf,AI Tax: The Hidden Cost of AI Data Center Applications
1104.1998.pdf,ISME2020 - Paper Formatting and Preparation
1008.0775.pdf,Discover the Hidden Attack Path in Multi-domain Cyberspace  Based on Reinforcement Learning
1910.12819.pdf,Microsoft Word - 1.chien Yu
2010.06313.pdf,VapeTracker: Tracking Vapor Consumption to Help E-cigarette Users Quit
1401.1465.pdf,T
2006.02893.pdf,TDGIA: Effective Injection Attacks on Graph Neural Networks
2210.14465.pdf,Microsoft Word - SNA-DF - 0922.docx
2106.06663.pdf,arXiv:2103.04839v1  [math.NA]  8 Mar 2021
2007.09522.pdf,A Qualitative Post-Experience Method for Evaluating Changes in VR Presence Experience Over Time
1511.06030.pdf,Visually Explainable Recommendation
2109.13800.pdf,Microsoft Word - PGCD A POSITION-GUIDED CONTRIBUTIVE DISTRIBUTION UNIT FOR ASPECT BASED SENTIMENT ANALYSIS.docx
2108.05098.pdf,adapt.response.plot.var.eps
1904.02544.pdf,"Valuing knowledge, information and agency in Multi-agent Reinforcement Learning: a case study in smart buildings"
2010.05761.pdf,Compiler-Driven FPGA Virtualization with SYNERGY
2009.14467.pdf,Expectation of the Largest Betting Size in Labouchère System
2109.02484.pdf,CPP_part2.pdf
2205.03081.pdf,Competition between simultaneous demand-side flexibility options: The case of community electricity storage systems
1405.1436.pdf,Lecture Notes in Computer Science:
1909.11966.pdf,arXiv:2111.03210v1  [cs.IT]  5 Nov 2021
2111.03210.pdf,Clustered Sampling: Low-Variance and Improved Representativity for Clients Selection in Federated Learning
2102.00482.pdf,Microsoft Word - JETCAS IEEE Format_revision_clean
2105.05883.pdf,Ontology drift is a challenge for explainable data governance
1809.05817.pdf,Beyond Textual Issues: Understanding the Usage and Impact of GitHub Reactions
2102.09642.pdf,ModelingToolkit
2003.13630.pdf,Computational linguistic assessment of textbook and online learning media by means of threshold concepts in business education
2108.05401.pdf,Microsoft Word - LANLaggregates.docx
1910.07479.pdf,Preparation of Papers in Two-Column Format
2008.02096.pdf,
1411.5323.pdf,Tensorized Embedding Layers for Efficient Model Compression
1911.05625.pdf,Deciding twin-width at most 4 is NP-complete
1703.03905.pdf,Machine Vision: A Data Acquisition System
2004.08141.pdf,Volumetric Isosurface Rendering with Deep Learning-Based Super-Resolution
1107.3193.pdf,Proceedings of
2011.11500.pdf, 
1405.0915.pdf,Schematic Memory Persistence and Transience for Efficient and Robust Continual Learning
1612.01748.pdf,"Microsoft Word - Dowdeswell, Sinha and MacDonell (2020) JSS.docx"
2111.13613.pdf,arXiv:2209.08838v1  [cs.LO]  19 Sep 2022
1811.11023.pdf,
1906.06003.pdf,Microsoft Word - Implementing Cloud Platform for Autonomous Driving.docx
2203.09714.pdf,Microsoft Word - 01.AmaniTahat
2104.09371.pdf,Generalized Points-to Graphs: A New Abstraction of Memory in the Presence of Pointers
1602.05040.pdf,Memory-Optimality for Non-Blocking Containers
2009.10224.pdf,Insert Your Title Here
1505.04150.pdf,Measuring News Similarity Across Ten U.S. News Sites
1506.06497.pdf,Microsoft Word - Elsevier-DataMining Journal paper _version2_ singlespace.doc
2108.03710.pdf,The Connection between Process Complexity of Event Sequences and Models discovered by Process Mining
2206.10613.pdf,Semi-Supervised Speech Recognition via Local Prior Matching
1802.06059.pdf,A Quantitative Comparison between Shannon and Tsallis–Havrda–Charvat Entropies Applied to Cancer Outcome Prediction
2106.07990.pdf,differentiate_T500cut_loglog.eps
